gene	BulkHC1	BulkHC2	BulkHC3	BulkHC4	BulkSOR1	BulkSOR2	BulkSOR3	BulkSOR4
ENSMUSG00000062202	6344.09	9039.18	7083.04	10092.83	9206.13	6920.66	7882.26	6849.44
ENSMUSG00000062203	2497.10	4412.20	2606.90	5739.60	4536.42	3834.76	4483.11	2430.72
ENSMUSG00000062204	1.89	0.00	0.00	0.00	2.05	0.00	0.99	0.00
ENSMUSG00000062209	5773.28	7370.12	5570.41	7857.37	6639.38	5861.88	6781.43	5000.25
ENSMUSG00000062210	425.40	371.31	153.61	378.66	630.88	337.41	280.20	202.26
ENSMUSG00000062224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062232	15860.06	21746.40	16692.31	23962.89	20580.40	16246.31	19601.68	14834.04
ENSMUSG00000062234	4965.14	7698.66	5933.13	8461.09	7378.11	5116.95	6910.01	5375.49
ENSMUSG00000062235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062245	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062248	40.99	51.67	31.36	61.82	58.04	25.20	45.07	33.73
ENSMUSG00000062252	61.74	75.10	66.06	103.93	68.14	55.64	56.85	57.21
ENSMUSG00000062257	12601.05	15822.29	11736.81	17396.45	13801.83	12690.54	15135.56	11014.49
ENSMUSG00000062270	10893.24	13683.30	10266.57	15181.89	13697.58	10521.33	12190.97	9509.71
ENSMUSG00000062272	0.96	4.01	1.05	1.98	1.01	1.96	0.97	0.00
ENSMUSG00000062275	1.88	3.06	0.00	0.00	0.00	0.00	2.97	0.00
ENSMUSG00000062278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062279	0.00	0.00	0.00	0.00	0.00	0.96	0.00	1.01
ENSMUSG00000062282	0.00	4.04	0.00	3.95	0.00	1.96	1.97	0.00
ENSMUSG00000062284	33.17	59.31	43.58	60.37	88.30	80.20	49.07	28.96
ENSMUSG00000062296	21092.39	27979.45	22989.67	31652.98	24972.33	22727.68	26509.72	20962.32
ENSMUSG00000062300	186.82	191.92	182.20	308.36	319.26	196.68	241.54	185.78
ENSMUSG00000062309	338.51	478.42	340.45	485.27	398.29	283.87	450.35	279.95
ENSMUSG00000062310	9.44	7.01	5.19	2.98	5.17	1.95	7.87	3.97
ENSMUSG00000062312	72.97	75.91	94.71	122.76	82.66	58.28	72.35	65.59
ENSMUSG00000062314	5.69	4.03	6.26	1.96	4.16	6.03	4.90	3.97
ENSMUSG00000062319	318.72	378.66	299.43	450.40	300.71	373.90	457.13	230.07
ENSMUSG00000062327	0.00	5.99	0.00	1.21	0.00	2.38	5.52	0.00
ENSMUSG00000062328	12675.13	15963.79	13223.33	18975.08	15823.53	12411.19	14205.82	11148.12
ENSMUSG00000062329	11.46	12.92	9.07	12.72	34.20	10.67	7.79	29.01
ENSMUSG00000062342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062345	0.95	0.00	0.00	0.00	1.04	0.00	0.00	0.00
ENSMUSG00000062352	552.51	831.74	668.52	913.66	918.64	651.01	694.45	641.56
ENSMUSG00000062353	1.85	0.00	0.00	2.18	1.09	0.00	2.30	5.30
ENSMUSG00000062365	0.91	0.84	1.02	0.97	1.05	4.85	0.00	0.00
ENSMUSG00000062369	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062372	168.98	240.69	100.42	140.11	113.99	110.11	265.39	79.29
ENSMUSG00000062373	2911.47	3365.81	2733.30	4112.36	3501.75	2890.88	3601.34	2545.49
ENSMUSG00000062376	342.04	466.53	377.89	528.59	362.18	268.97	352.27	242.42
ENSMUSG00000062380	12905.21	17231.16	12827.45	18772.07	16885.78	11960.16	15126.32	12069.92
ENSMUSG00000062382	76.07	46.28	63.34	81.10	83.88	53.76	73.03	32.46
ENSMUSG00000062391	7.12	12.17	7.33	5.96	4.15	16.80	6.94	2.01
ENSMUSG00000062393	20.25	8.84	1.06	7.93	5.08	5.93	16.93	10.09
ENSMUSG00000062397	5283.22	7417.51	5507.17	8010.50	7920.97	5193.42	6117.48	5467.82
ENSMUSG00000062400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062410	17.57	18.06	22.75	20.46	12.98	28.61	18.32	14.54
ENSMUSG00000062421	1766.86	2138.18	1697.03	2285.60	2603.15	1653.10	1945.57	1681.75
ENSMUSG00000062426	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000062432	0.97	7.80	4.94	6.07	1.04	4.87	2.03	2.98
ENSMUSG00000062433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062438	17.99	14.59	14.27	42.57	18.73	12.58	16.77	12.21
ENSMUSG00000062444	9015.62	12724.86	9405.51	13527.06	12570.95	9768.90	10591.27	9030.49
ENSMUSG00000062456	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062458	10.45	12.62	5.33	2.10	13.11	10.43	0.00	3.39
ENSMUSG00000062461	54.64	30.22	17.05	25.68	51.57	33.07	24.42	23.91
ENSMUSG00000062464	0.00	2.07	0.00	0.00	1.04	0.00	0.00	0.00
ENSMUSG00000062470	202.14	279.76	205.19	296.75	249.65	225.57	215.79	167.56
ENSMUSG00000062472	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062480	180.78	345.01	277.68	385.56	258.24	320.71	310.58	148.87
ENSMUSG00000062483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062488	174.85	293.09	144.20	234.18	202.09	160.09	186.40	182.32
ENSMUSG00000062496	26.04	45.18	36.51	57.14	29.39	34.28	46.13	33.90
ENSMUSG00000062497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062510	194.48	316.52	280.24	362.99	259.21	244.64	288.95	207.61
ENSMUSG00000062511	14.33	18.16	13.52	12.87	10.39	14.51	9.86	1.10
ENSMUSG00000062515	3.98	0.00	1.33	1.47	4.40	3.80	4.01	5.08
ENSMUSG00000062518	1.93	2.61	0.00	2.93	11.72	7.62	10.71	4.79
ENSMUSG00000062519	2123.39	2587.98	2185.07	3030.37	2756.91	2303.96	2686.79	1952.35
ENSMUSG00000062524	2.83	0.00	0.00	0.00	0.00	0.00	1.98	1.01
ENSMUSG00000062526	396.96	524.51	406.21	609.38	509.53	432.82	479.20	322.83
ENSMUSG00000062527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062542	144.39	140.90	86.62	173.83	197.11	112.83	161.14	104.90
ENSMUSG00000062543	0.00	4.99	0.00	0.00	0.00	0.00	0.99	0.99
ENSMUSG00000062545	13.99	20.02	15.26	13.88	22.04	19.40	8.95	6.03
ENSMUSG00000062546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062551	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062553	138.46	141.27	120.23	150.65	146.71	124.28	115.86	96.14
ENSMUSG00000062554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062556	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062561	136.73	180.95	124.82	175.53	144.91	163.36	204.86	117.51
ENSMUSG00000062563	433.29	575.09	484.22	721.28	1220.38	651.33	719.56	545.06
ENSMUSG00000062564	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062580	4029.17	6073.72	4384.14	6230.51	5928.14	3914.32	5068.70	4314.12
ENSMUSG00000062582	1.05	13.77	1.52	2.32	2.28	1.34	0.00	1.11
ENSMUSG00000062585	19.40	18.53	15.62	18.28	16.80	15.95	10.55	11.22
ENSMUSG00000062588	7.29	11.32	10.32	11.54	9.46	14.65	4.06	0.00
ENSMUSG00000062590	1585.54	1881.32	1431.41	2062.22	1828.51	1390.83	1563.78	1152.02
ENSMUSG00000062591	9673.56	13676.43	9946.83	14989.13	10696.08	9952.66	11912.89	8196.17
ENSMUSG00000062593	4.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062598	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062604	12352.60	15963.62	11651.88	17065.23	15365.37	11769.98	14411.26	10137.50
ENSMUSG00000062608	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062609	0.00	1.60	3.69	6.76	4.28	0.00	0.00	0.00
ENSMUSG00000062611	10.21	28.43	9.18	12.94	8.67	7.58	3.09	9.98
ENSMUSG00000062619	140.14	192.42	183.41	214.60	195.32	126.81	169.24	137.26
ENSMUSG00000062621	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062624	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062627	2933.18	3422.90	3239.35	4024.46	3595.69	2941.36	3164.61	2536.70
ENSMUSG00000062629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062638	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062646	547.32	799.84	487.14	681.86	585.78	646.39	627.81	417.46
ENSMUSG00000062647	9356.44	12649.28	10127.01	13948.18	12795.15	9163.66	10649.62	8775.91
ENSMUSG00000062649	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062651	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062661	10794.57	15044.56	13260.00	19887.87	17348.65	12461.28	13963.08	12257.57
ENSMUSG00000062683	113.78	131.99	109.78	176.22	158.72	130.44	130.57	117.53
ENSMUSG00000062687	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000062691	500.27	642.82	547.84	728.96	778.25	473.00	532.50	513.65
ENSMUSG00000062694	7.62	9.04	10.14	16.75	10.45	12.69	1.98	6.93
ENSMUSG00000062704	15.11	14.03	12.42	31.78	16.14	14.69	5.90	11.14
ENSMUSG00000062705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062712	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000062713	21.00	8.38	38.31	9.95	9.65	5.67	3.30	4.95
ENSMUSG00000062727	59.00	106.65	79.07	123.79	86.73	81.59	80.97	91.11
ENSMUSG00000062729	523.93	585.30	466.22	753.60	559.75	447.36	525.84	440.87
ENSMUSG00000062732	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062742	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062743	145.32	215.15	178.30	269.65	213.24	173.28	174.31	177.39
ENSMUSG00000062751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062753	507.61	694.32	643.90	809.52	690.23	464.92	555.42	472.40
ENSMUSG00000062757	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062758	2.64	10.48	0.00	4.81	6.32	7.05	1.47	6.90
ENSMUSG00000062760	2512.26	3482.32	2788.77	3882.01	3802.43	2523.52	2838.67	2658.30
ENSMUSG00000062761	2482.00	3319.57	2739.73	3750.31	3376.13	2587.20	2690.97	2152.36
ENSMUSG00000062762	3401.21	4674.46	3278.19	4875.31	5392.19	3397.29	4476.28	3008.66
ENSMUSG00000062773	0.00	0.00	0.00	0.99	1.03	0.00	0.00	0.00
ENSMUSG00000062778	52.69	28.91	11.28	41.86	45.63	28.02	21.33	28.83
ENSMUSG00000062782	1.81	1.92	0.00	0.00	0.00	0.00	0.00	1.10
ENSMUSG00000062783	1.90	4.05	0.00	3.91	2.11	0.97	0.99	1.97
ENSMUSG00000062785	1172.11	1631.41	1257.55	1723.69	1894.98	1369.43	1491.50	1465.01
ENSMUSG00000062791	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062793	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062794	505.63	627.81	488.91	661.26	610.51	403.56	439.12	381.64
ENSMUSG00000062797	1174.66	1904.88	1153.68	1697.17	1638.57	1170.12	1237.02	1307.97
ENSMUSG00000062814	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062818	0.72	0.00	0.00	0.00	0.00	0.00	1.36	0.00
ENSMUSG00000062822	1307.59	1831.19	1571.53	2046.81	1791.34	1391.81	1894.04	1421.09
ENSMUSG00000062825	37065.65	48941.46	36297.16	55131.63	47786.92	34912.03	41063.50	35697.06
ENSMUSG00000062826	91.81	107.41	54.61	113.44	94.26	91.97	132.19	41.62
ENSMUSG00000062833	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062846	0.00	0.00	0.00	0.00	0.00	0.00	3.96	0.00
ENSMUSG00000062859	29.80	20.47	20.40	31.99	23.98	13.41	26.57	21.96
ENSMUSG00000062861	617.81	853.14	707.81	795.88	602.48	606.10	631.33	442.50
ENSMUSG00000062866	1672.79	1652.36	1217.25	2534.84	2710.65	1757.44	1872.93	1022.57
ENSMUSG00000062867	2154.28	3257.03	2176.05	3240.21	3016.15	2144.49	2505.00	2051.01
ENSMUSG00000062868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062873	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062874	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000062878	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062896	1.06	0.00	0.00	2.93	1.08	0.00	0.00	0.00
ENSMUSG00000062901	6627.05	8209.66	6124.57	8837.08	8819.00	6645.72	7403.61	5496.12
ENSMUSG00000062905	3.88	0.00	1.04	1.96	3.07	3.94	2.95	0.97
ENSMUSG00000062906	375.15	514.81	395.60	566.36	516.38	363.88	503.02	451.20
ENSMUSG00000062908	2245.03	2243.14	2012.10	2576.23	3224.03	2111.99	1927.73	1944.58
ENSMUSG00000062914	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062929	2081.79	2776.73	2221.32	3389.47	2917.66	2154.16	2517.43	1876.80
ENSMUSG00000062931	910.10	1127.67	878.16	1256.05	1168.18	897.79	995.99	744.68
ENSMUSG00000062933	7579.71	9686.56	7624.10	10363.44	10479.23	7556.94	7245.20	6177.11
ENSMUSG00000062937	303.18	453.15	345.71	538.33	570.51	361.15	336.84	302.51
ENSMUSG00000062939	8.07	14.16	3.27	15.64	8.57	2.78	16.74	1.91
ENSMUSG00000062944	224.53	243.87	210.61	312.50	271.94	175.39	195.41	189.95
ENSMUSG00000062949	1450.90	1465.09	1144.49	1820.69	2607.22	1556.98	1589.48	928.00
ENSMUSG00000062952	0.96	0.00	2.08	3.86	1.04	0.97	0.00	0.00
ENSMUSG00000062960	716.07	776.06	720.10	1090.25	809.45	581.48	615.77	409.24
ENSMUSG00000062961	762.21	1136.01	814.91	1203.39	897.11	778.27	868.04	749.40
ENSMUSG00000062962	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.98
ENSMUSG00000062963	1745.62	2361.50	1702.81	2543.30	2407.57	1600.84	1916.27	1638.44
ENSMUSG00000062980	210.58	138.12	147.62	280.57	425.01	237.08	233.07	226.88
ENSMUSG00000062981	1871.02	2481.78	2097.86	2783.99	2951.74	1853.96	2046.46	1764.16
ENSMUSG00000062987	58.04	48.01	59.28	75.63	61.21	35.20	73.11	30.68
ENSMUSG00000062991	380.47	439.39	274.12	513.12	357.39	320.25	385.84	255.03
ENSMUSG00000062995	2573.98	3517.19	2899.53	4356.90	3580.41	2455.29	3385.01	2574.26
ENSMUSG00000062997	4172.84	5689.70	4159.05	5970.43	5753.57	3849.48	4706.91	3989.37
ENSMUSG00000063001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063011	4.71	5.01	6.13	7.87	3.15	2.93	9.87	2.99
ENSMUSG00000063015	5442.00	7580.17	6264.91	9088.48	7888.83	5713.37	6777.23	5508.28
ENSMUSG00000063018	371.86	499.06	431.17	563.34	652.09	390.58	457.62	410.13
ENSMUSG00000063019	543.32	749.87	669.61	930.97	754.43	556.22	686.55	590.37
ENSMUSG00000063020	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063021	216.10	317.35	216.71	303.33	437.20	250.63	296.73	214.08
ENSMUSG00000063047	1282.65	1717.52	1269.98	1786.11	1772.26	1317.77	1511.55	1086.74
ENSMUSG00000063049	1004.98	1153.70	948.71	1409.84	1248.07	918.30	1270.69	809.16
ENSMUSG00000063052	1960.25	2841.88	2061.19	2946.33	2451.02	2095.71	2344.82	1877.95
ENSMUSG00000063058	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063060	31.62	27.97	21.45	45.08	26.27	23.42	32.71	22.59
ENSMUSG00000063063	7914.41	10078.12	7806.22	11285.59	9516.66	7578.75	9015.93	6844.12
ENSMUSG00000063065	3254.16	4677.77	3815.41	5083.17	4143.17	3419.37	3746.80	3923.39
ENSMUSG00000063077	50648.46	66760.96	51291.88	72085.30	64139.12	51407.48	61648.61	46901.86
ENSMUSG00000063087	1408.08	1261.07	1208.94	1502.07	1319.44	1173.10	1405.26	865.61
ENSMUSG00000063089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063106	1.68	8.32	10.96	2.56	0.00	3.76	0.00	0.00
ENSMUSG00000063108	2278.48	2965.02	2431.17	3150.37	2812.46	2335.95	2618.04	1942.40
ENSMUSG00000063109	6.76	10.66	10.94	14.28	0.97	3.44	1.85	7.07
ENSMUSG00000063116	0.00	0.00	0.00	1.97	0.00	0.00	0.00	0.00
ENSMUSG00000063120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063129	13.32	8.05	12.25	11.73	7.34	4.91	8.92	4.91
ENSMUSG00000063130	0.73	0.00	4.08	1.96	0.00	0.00	0.00	0.00
ENSMUSG00000063133	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063137	29.15	20.94	16.41	23.89	31.96	27.34	24.07	14.98
ENSMUSG00000063142	15317.51	19823.95	14768.53	21872.56	17845.61	15986.51	19759.01	13685.90
ENSMUSG00000063145	595.14	918.96	580.22	929.27	947.71	590.93	830.95	639.48
ENSMUSG00000063146	5390.92	6841.72	5214.73	7302.95	7264.34	5441.58	6571.28	5179.14
ENSMUSG00000063157	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063160	3265.06	4539.15	3727.35	5040.53	5019.92	3654.45	4576.68	3940.82
ENSMUSG00000063163	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99
ENSMUSG00000063166	1.82	1.01	1.04	14.93	4.11	3.86	0.00	1.82
ENSMUSG00000063171	748.93	977.57	736.21	1096.78	1006.59	651.65	871.54	613.37
ENSMUSG00000063172	651.08	901.36	646.60	941.70	819.79	606.89	661.73	523.82
ENSMUSG00000063173	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063177	0.95	0.00	4.12	2.93	1.05	0.00	0.98	0.00
ENSMUSG00000063179	659.80	876.12	699.73	1048.78	849.43	673.69	839.91	689.66
ENSMUSG00000063188	187.93	240.20	166.67	197.03	184.53	218.54	192.39	112.32
ENSMUSG00000063193	1.73	3.07	1.04	0.00	1.05	3.01	1.00	1.00
ENSMUSG00000063200	1426.19	1749.09	1292.74	1675.88	1762.88	1164.67	1383.17	1108.19
ENSMUSG00000063206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063216	0.00	0.00	2.14	0.00	0.00	1.92	0.00	1.99
ENSMUSG00000063221	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063225	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063229	6937.94	8704.23	7154.28	10119.14	9979.06	6768.23	7996.90	6427.30
ENSMUSG00000063230	21.63	17.74	17.41	23.16	24.69	15.51	27.47	5.84
ENSMUSG00000063232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063234	31.06	66.31	58.17	55.79	22.80	22.55	21.89	19.77
ENSMUSG00000063235	987.75	1379.79	1052.29	1556.96	1493.27	998.36	1061.24	915.58
ENSMUSG00000063236	657.30	909.00	725.31	897.03	813.17	633.88	681.25	623.46
ENSMUSG00000063239	397.20	439.13	313.39	461.76	404.43	316.20	539.86	315.09
ENSMUSG00000063240	3.82	5.03	5.24	5.27	3.12	1.94	3.91	0.98
ENSMUSG00000063245	51.44	99.41	51.24	109.34	99.42	52.71	60.50	42.01
ENSMUSG00000063251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063253	3776.68	5023.85	3720.10	5138.92	5157.88	3695.97	4304.72	3444.23
ENSMUSG00000063260	632.49	889.79	705.41	932.68	929.61	733.61	840.96	660.28
ENSMUSG00000063268	81.25	74.37	108.06	139.11	72.47	67.51	104.12	126.08
ENSMUSG00000063273	2759.46	4648.71	2865.08	3470.74	4407.26	3840.99	3507.90	2394.83
ENSMUSG00000063275	739.47	822.85	663.29	958.58	858.98	730.61	731.13	629.68
ENSMUSG00000063277	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063281	702.70	1023.46	743.59	1218.57	1262.50	923.75	1006.88	851.85
ENSMUSG00000063286	188.47	212.97	202.62	278.40	203.66	206.33	196.24	140.74
ENSMUSG00000063296	397.47	456.42	363.91	510.60	435.88	362.34	448.78	314.93
ENSMUSG00000063297	8343.82	10234.42	8458.70	12183.84	9484.55	8210.03	9527.03	7688.96
ENSMUSG00000063305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063314	18.40	22.44	28.79	30.50	25.78	16.72	14.48	14.39
ENSMUSG00000063316	675.94	869.60	773.69	904.46	1059.23	808.58	801.89	711.50
ENSMUSG00000063317	8006.19	10181.87	8354.27	11035.83	11910.82	9107.22	9918.37	6943.70
ENSMUSG00000063320	183.66	244.62	179.86	298.82	259.39	188.32	228.28	145.95
ENSMUSG00000063328	0.00	0.00	3.62	0.00	12.54	0.00	6.02	0.00
ENSMUSG00000063334	2729.12	3473.33	2972.85	3946.33	3778.02	2803.64	3127.46	2213.46
ENSMUSG00000063350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063354	79.23	51.12	53.01	80.15	330.05	61.66	42.89	22.68
ENSMUSG00000063358	20875.25	29265.14	22848.61	32493.12	27850.57	21958.57	25057.51	20149.72
ENSMUSG00000063362	2076.99	2804.16	2274.95	2982.49	2900.34	2137.60	2425.74	1961.48
ENSMUSG00000063364	177.99	305.32	208.88	284.64	248.10	200.66	178.64	200.41
ENSMUSG00000063374	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063382	504.57	428.72	520.85	485.31	635.34	375.70	599.05	493.20
ENSMUSG00000063383	61.35	73.16	77.08	88.02	55.41	54.02	59.12	45.44
ENSMUSG00000063386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063388	0.00	3.00	5.18	2.96	4.08	0.00	0.00	0.00
ENSMUSG00000063394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063406	1375.53	1719.16	1274.79	2048.69	1828.07	1271.31	1716.20	1256.32
ENSMUSG00000063409	22.23	20.80	23.33	46.60	27.40	16.41	20.25	14.10
ENSMUSG00000063410	1849.63	2273.21	1527.50	2708.86	2371.45	1477.72	2530.20	1799.85
ENSMUSG00000063412	0.00	0.00	0.00	135.19	188.90	86.94	116.30	0.00
ENSMUSG00000063415	767.49	981.18	961.55	1293.46	1154.42	850.30	915.99	772.29
ENSMUSG00000063428	784.37	785.31	660.96	973.18	911.82	604.01	607.18	564.95
ENSMUSG00000063430	3224.34	4318.69	3449.88	4914.80	4500.45	3276.85	3968.70	3125.09
ENSMUSG00000063434	2532.61	3173.34	2568.52	3712.53	3475.02	2659.50	2876.15	2340.92
ENSMUSG00000063439	366.82	478.84	355.04	608.17	543.71	360.14	457.43	373.31
ENSMUSG00000063442	0.00	1.00	2.11	1.94	0.00	2.95	0.97	1.97
ENSMUSG00000063445	765.94	1091.00	655.51	1026.21	790.28	657.74	620.65	666.57
ENSMUSG00000063446	516.65	619.97	488.51	613.79	491.30	468.63	546.15	377.05
ENSMUSG00000063447	13.52	24.00	9.19	21.62	9.36	34.30	21.80	12.72
ENSMUSG00000063450	3305.75	3439.02	2790.83	4265.07	4583.50	3009.33	3121.12	2239.91
ENSMUSG00000063455	2410.09	3051.32	2616.99	3494.48	2839.60	2318.41	3260.02	2152.25
ENSMUSG00000063457	8977.28	12339.29	9718.73	13634.87	12372.20	8787.51	10558.27	8544.83
ENSMUSG00000063458	33.15	40.30	13.62	24.91	23.43	22.37	23.22	21.76
ENSMUSG00000063478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063480	3456.37	4441.24	3508.14	4920.24	4757.99	3649.73	4108.54	3139.20
ENSMUSG00000063488	312.20	437.34	307.69	400.54	404.52	369.22	328.08	282.78
ENSMUSG00000063506	220.89	285.92	224.49	322.39	345.13	253.80	290.13	233.30
ENSMUSG00000063507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063511	9399.52	11795.26	9060.27	11328.56	12303.80	9664.25	11374.25	8389.28
ENSMUSG00000063514	3.85	19.09	13.23	15.54	12.58	8.71	5.92	2.93
ENSMUSG00000063522	332.10	376.33	349.52	433.22	383.67	326.36	416.21	258.49
ENSMUSG00000063524	24962.07	34061.57	25400.78	38409.00	36630.24	25587.92	29939.55	25626.14
ENSMUSG00000063529	23.71	37.08	23.74	35.61	24.61	16.67	9.83	22.95
ENSMUSG00000063531	5470.42	7661.98	6257.06	9311.09	8741.45	6339.45	6814.83	5377.71
ENSMUSG00000063535	298.92	307.55	274.88	352.79	426.65	313.00	338.28	219.18
ENSMUSG00000063543	0.00	0.00	10.06	0.00	1.90	1.14	13.78	0.90
ENSMUSG00000063548	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063549	0.00	3.02	0.00	0.00	0.00	0.98	3.93	1.99
ENSMUSG00000063550	3257.14	4069.73	3310.99	4532.41	4831.99	3815.68	4058.55	3295.75
ENSMUSG00000063556	0.00	9.41	3.87	7.94	14.79	1.57	10.46	6.48
ENSMUSG00000063558	420.80	433.67	338.40	574.40	753.97	381.13	455.89	330.01
